test_version,locale,scale_name,gender,raw_score,t_score,age_group,notes
MMPI-2,TR,D,male,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,54,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,male,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,54,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,D,female,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,54,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,male,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,54,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Hy,female,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,male,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pd,female,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,54,120,adult,NON-OFFICIAL-FORMULA
